peserta_id,gelombang_nama,pekerjaan_ayah,skor_pekerjaan_ayah,penghasilan_ayah,skor_penghasilan_ayah,pendidikan_ayah,status_hidup_ayah,pekerjaan_ibu,skor_pekerjaan_ibu,penghasilan_ibu,skor_penghasilan_ibu,pendidikan_ibu,status_hidup_ibu,jumlah_tanggungan_ortu,jenis_ukt,nilai_ukt
97,SNBP,TIDAK ADA,0,0,0,,meninggal,BURUH,1,500.000 atau kurang,1,,hidup,1,1,500000
98,SNBP,BURUH,1,0,0,,hidup,TIDAK ADA,0,0,0,,meninggal,3,1,500000
99,SNBP,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
103,SNBP,BURUH,1,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,3,1,500000
104,SNBP,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
106,SNBP,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,3,3,2000000
107,SNBP,WIRASWASTA,2,500.000 atau kurang,1,,hidup,PENSIUNAN,4,1.000.001 - 1.500.000,3,,hidup,6,3,2000000
110,SNBP,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
113,SNBP,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,4,3,2000000
117,SNBP,TANI,2,2.000.001 - 2.500.000,5,,hidup,TANI,2,1.000.001 - 1.500.000,3,,hidup,3,3,2000000
118,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TANI,2,500.000 atau kurang,1,,hidup,2,3,2000000
119,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,meninggal,2,3,2000000
121,SNBP,PENSIUNAN,4,2.500.001 - 3.000.000,6,,meninggal,TIDAK ADA,0,0,0,,hidup,2,3,2000000
122,SNBP,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
124,SNBP,BURUH,1,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
126,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TNI,5,500.000 atau kurang,1,,hidup,5,3,2000000
127,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TANI,2,500.000 atau kurang,1,,hidup,2,3,2000000
128,SNBP,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
129,SNBP,BURUH,1,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
130,SNBP,BURUH,1,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
132,SNBP,BURUH,1,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
134,SNBP,SWASTA,3,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
137,SNBP,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
138,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
139,SNBP,TIDAK ADA,0,0,0,,meninggal,SWASTA,3,500.001 - 1.000.000,2,,hidup,3,3,2000000
143,SNBP,WIRASWASTA,2,1.500.001 - 2.000.000,4,,hidup,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,3,4,2750000
147,SNBP,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
148,SNBP,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
149,SNBP,BURUH,1,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
150,SNBP,BURUH,1,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
151,SNBP,BURUH,1,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,4,2,1000000
152,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TANI,2,500.000 atau kurang,1,,hidup,4,4,2750000
153,SNBP,NELAYAN,1,500.000 atau kurang,1,,hidup,SWASTA,3,0,0,,hidup,3,4,2750000
154,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,PNS,5,4.000.001 - 5.000.000,8,,hidup,1,7,4000000
157,SNBP,BUMN,4,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,4,2750000
159,SNBP,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,3,5,3250000
161,SNBP,TANI,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
162,SNBP,SWASTA,3,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,2,4,2750000
164,SNBP,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
166,SNBP,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,3,5,3250000
170,SNBP,PNS,5,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,5,4,2750000
172,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,5,4,2750000
182,SNBP,TANI,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,meninggal,3,4,2750000
184,SNBP,PENSIUNAN,4,1.500.001 - 2.000.000,4,,hidup,PENSIUNAN,4,1.500.001 - 2.000.000,4,,hidup,1,5,3250000
186,SNBP,PENSIUNAN,4,2.000.001 - 2.500.000,5,,hidup,PENSIUNAN,4,2.000.001 - 2.500.000,5,,hidup,1,6,3750000
187,SNBP,SWASTA,3,1.500.001 - 2.000.000,4,,hidup,PNS,5,4.000.001 - 5.000.000,8,,hidup,2,7,4000000
193,SNBP,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,1,4,2750000
195,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,4,4,2750000
197,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
198,SNBP,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,4,2750000
201,SNBP,SWASTA,3,1.500.001 - 2.000.000,4,,hidup,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,3,4,2750000
203,SNBP,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
204,SNBP,BURUH,1,500.000 atau kurang,1,,hidup,BURUH,1,500.000 atau kurang,1,,hidup,3,3,2000000
205,SNBP,SWASTA,3,3.000.001 - 4.000.000,7,,hidup,SWASTA,3,0,0,,hidup,2,4,2750000
207,SNBP,,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,1,3,2000000
208,SNBP,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
210,SNBP,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
217,SNBP,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,6,6,3750000
218,SNBP,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
219,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
224,SNBP,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,PNS,5,3.000.001 - 4.000.000,7,,hidup,2,5,3250000
243,SNBP,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,3,6,3750000
244,SNBP,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,PNS,5,3.000.001 - 4.000.000,7,,hidup,2,5,3250000
245,SNBP,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
250,SNBP,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
251,SNBP,TANI,2,1.000.001 - 1.500.000,3,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,3,4,2750000
255,SNBP,TANI,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
256,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,2,5,3250000
258,SNBP,PNS,5,4.000.001 - 5.000.000,8,,hidup,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,5,6,3750000
260,SNBP,PENSIUNAN,4,1.000.001 - 1.500.000,3,,meninggal,PNS,5,4.000.001 - 5.000.000,8,,hidup,3,7,4000000
262,SNBP,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,6,3750000
263,SNBP,BURUH,1,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,4,2,1000000
265,SNBP,SWASTA,3,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
269,SNBP,NELAYAN,1,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
270,SNBP,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,2,1000000
273,SNBP,TANI,2,1.000.001 - 1.500.000,3,,hidup,TANI,2,500.000 atau kurang,1,,hidup,3,3,2000000
274,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
276,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
277,SNBP,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
279,SNBP,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
280,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
281,SNBP,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
282,SNBP,WIRASWASTA,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,meninggal,1,3,2000000
284,SNBP,TANI,2,1.000.001 - 1.500.000,3,,hidup,TANI,2,0,0,,hidup,7,2,1000000
287,SNBP,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
288,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,1,3,2000000
289,SNBP,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
291,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
292,SNBP,TIDAK ADA,0,0,0,,meninggal,WIRASWASTA,2,500.000 atau kurang,1,,hidup,3,2,1000000
294,SNBP,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
296,SNBP,PNS,5,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
297,SNBP,TANI,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
298,SNBP,PNS,5,5.000.001 - 7.500.000,1,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,5,3250000
299,SNBP,SWASTA,3,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
300,SNBP,POLRI,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,1,5,3250000
301,SNBP,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
304,SNBP,BURUH,1,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
306,SNBP,PNS,5,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
307,SNBP,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,5,3250000
309,SNBP,BURUH,1,500.001 - 1.000.000,2,,meninggal,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,2,3,2000000
310,SNBP,SWASTA,3,500.000 atau kurang,1,,meninggal,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,4,1,500000
311,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
316,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TANI,2,500.000 atau kurang,1,,hidup,2,3,2000000
318,SNBP,PNS,5,0,0,,meninggal,TIDAK ADA,0,0,0,,meninggal,3,2,1000000
319,SNBP,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
321,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,5,3,2000000
322,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,3,3,2000000
323,SNBP,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
324,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
326,SNBP,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,7,3,2000000
327,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.001 - 1.000.000,2,,hidup,2,3,2000000
328,SNBP,BURUH,1,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
334,SNBP,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
335,SNBP,BURUH,1,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
336,SNBP,PENSIUNAN,4,0,0,,meninggal,PNS,5,1.500.001 - 2.000.000,4,,meninggal,2,1,500000
337,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
339,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,1,3,2000000
341,SNBP,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,4,2750000
342,SNBP,PNS,5,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,3,5,3250000
343,SNBP,SWASTA,3,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,7,3,2000000
344,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TANI,2,0,0,,hidup,5,4,2750000
345,SNBP,TANI,2,1.500.001 - 2.000.000,4,,hidup,TANI,2,0,0,,hidup,3,4,2750000
346,SNBP,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
348,SNBP,PNS,5,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,3,5,3250000
349,SNBP,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
352,SNBP,SWASTA,3,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,3,2,1000000
353,SNBP,WIRASWASTA,2,1.500.001 - 2.000.000,4,,hidup,TANI,2,500.000 atau kurang,1,,hidup,1,3,2000000
354,SNBP,TIDAK ADA,0,0,0,,hidup,PNS,5,4.000.001 - 5.000.000,8,,hidup,4,4,2750000
356,SNBP,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
357,SNBP,BURUH,1,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
358,SNBP,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
359,SNBP,PNS,5,1.000.001 - 1.500.000,3,,hidup,,1,500.000 atau kurang,1,,hidup,4,4,2750000
360,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,2,4,2750000
362,SNBP,TANI,2,2.500.001 - 3.000.000,6,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,4,3,2000000
363,SNBP,SWASTA,3,7.500.001 - 10.000.000,1,,hidup,TIDAK ADA,0,0,0,,hidup,3,5,3250000
364,SNBP,BURUH,1,500.001 - 1.000.000,2,,hidup,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,2,4,2750000
365,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,meninggal,2,3,2000000
366,SNBP,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
368,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,1,4,2750000
370,SNBP,TANI,2,1.000.001 - 1.500.000,3,,hidup,PNS,5,2.500.001 - 3.000.000,6,,hidup,2,3,2000000
373,SNBP,NELAYAN,1,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,3,2000000
375,SNBP,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
377,SNBP,BURUH,1,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,4,2,1000000
379,SNBP,PENSIUNAN,4,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,3,2,1000000
380,SNBP,TANI,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,meninggal,3,2,1000000
383,SNBP,BURUH,1,500.001 - 1.000.000,2,,hidup,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,1,4,2750000
384,SNBP,TANI,2,500.000 atau kurang,1,,hidup,TANI,2,500.000 atau kurang,1,,hidup,3,3,2000000
385,SNBP,BURUH,1,500.000 atau kurang,1,,hidup,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,2,3,2000000
386,SNBP,PNS,5,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
388,SNBP,TANI,2,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,4,3,2000000
389,SNBP,TANI,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
393,SNBP,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
395,SNBP,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
396,SNBP,PNS,5,2.500.001 - 3.000.000,6,,hidup,PNS,5,2.500.001 - 3.000.000,6,,hidup,2,5,3250000
